Name,Party,State,District,Year,Incumbent,Winner,Raised,Spent,Cash on Hand,Small Individual Contributions,Large Individual Contributions,PAC Contributions,Candidate self-financing,Other,Full Disclosure,Incomplete Disclosure,No Disclosure
Valencia Stovall,I,GA,S1,2020,False,False,23107,23107,0,8206,11501,1500,0,1900,11450,0,0
Allen Buckley,I,GA,S1,2020,False,False,14097,14097,0,4712,8299,0,1086,0,8299,0,0
Kelly Loeffler,R,GA,S2,2020,True,False,92135745,70879780,21255965,19691228,35988186,2284747,23678492,10493092,95153850,901549,3795845
Raphael Warnock,D,GA,S2,2020,False,True,124278473,101515487,22762985,60454979,57174237,714802,0,5934455,65642131,140689,115515
Doug Collins,R,GA,S2,2020,False,False,6705461,6684689,20772,2331879,3141331,204050,60,1028141,3560609,74805,428762
Matthew Lieberman,D,GA,S2,2020,False,False,1339527,1337326,2201,314944,1194064,12750,0,-182231,837210,17360,1150
Ed Tarver,D,GA,S2,2020,False,False,285234,282834,2400,62728,181507,1400,0,39600,142626,250,1950
Wayne Johnson,R,GA,S2,2020,False,False,151000,146813,4187,225,1050,0,151000,-1275,1050,0,0
Richard Dien Winfield,D,GA,S2,2020,False,False,61020,55517,14063,22425,38595,0,0,0,34900,500,4770
Tamara Johnson-Shealey,D,GA,S2,2020,False,False,59891,64259,-4368,31611,15069,0,556,12656,7120,0,17520
Derrick Grayson,R,GA,S2,2020,False,False,33247,27829,6777,14979,7683,0,10585,0,7500,0,500
Kandiss Taylor,R,GA,S2,2020,False,False,30769,25549,0,5088,20361,0,5320,0,2961,0,17171
Deborah Jackson,D,GA,S2,2020,False,False,19089,20502,-1213,4746,9976,500,3867,0,9226,250,0
John Fortuin,3,GA,S2,2020,False,False,8681,8616,65,220,970,0,7491,0,0,400,0
Al Bartell,I,GA,S2,2020,False,False,7754,7822,-233,334,1000,0,6420,0,1000,0,0
Brian Slowinski,L,GA,S2,2020,False,False,5220,5220,0,0,0,0,5220,0,0,0,0
Buddy Carter,R,GA,01,2020,True,True,2315487,1734754,1705925,125100,1010659,1205934,0,-26206,846390,1300,125050
Joyce Griggs,D,GA,01,2020,False,False,130043,125000,5043,21546,34518,2250,70729,1000,14650,0,5130
Sanford Bishop,D,GA,02,2020,True,True,1540683,1440571,192528,24059,356912,1105145,0,54567,357853,17770,1654
Don Cole,R,GA,02,2020,False,False,164274,162522,1752,30018,122012,11500,1468,-724,264479,33370,100
Drew Ferguson,R,GA,03,2020,True,True,2374212,2150911,338087,199904,588526,1452322,0,133459,664297,4300,1850
Valbrun Almonord,D,GA,03,2020,False,False,35762,31946,14858,8229,12532,0,10000,5000,7000,0,750
Hank Johnson,D,GA,04,2020,True,True,628303,490360,182400,49524,75388,509375,0,-5984,57616,1250,0
Johsira C. Cruz,R,GA,04,2020,False,False,12954,23146,-3100,1940,11514,0,0,-500,8913,0,1100
Nikema Williams,D,GA,05,2020,False,True,553964,362801,191163,80651,251345,226043,0,-4075,251250,100,0
Robert Franklin,D,GA,05,2020,False,False,360473,358394,2078,34407,254952,5050,68164,-2100,252952,1000,1000
Angela Stanton-King,R,GA,05,2020,False,False,305279,301338,3940,170298,128452,4500,4077,-2049,97835,10600,450
Kwanza Hall,D,GA,05,2020,False,False,239597,227091,12505,11835,225762,5000,0,-3000,184702,5000,10100
Barrington Martin II,D,GA,05,2020,False,False,16522,16517,6,6842,9680,0,0,0,8710,550,420
Chase Oliver,L,GA,05,2020,False,False,9225,5220,4005,2605,1400,0,0,5220,1400,0,0
Steven Muhammad,I,GA,05,2020,False,False,3497,-4965,13842,1477,750,0,1270,0,0,0,0
Keisha Waites,D,GA,05,2020,False,False,875,0,875,625,250,0,0,0,0,0,250
Lucy McBath,D,GA,06,2020,True,True,8507298,8586054,139929,2260189,4766593,869818,0,610697,2577645,31424,126408
Karen Handel,R,GA,06,2020,False,False,3026243,3072932,41001,591150,1913095,428050,0,93949,1269978,8963,2220
Carolyn Bourdeaux,D,GA,07,2020,False,True,5133244,5161230,113948,846692,3629505,436794,0,220253,2821953,27772,6100
Richard McCormick,R,GA,07,2020,False,False,2595446,2563724,25914,250308,1431577,339549,524639,49374,1319808,33000,8200
Austin Scott,R,GA,08,2020,True,True,821745,716159,666530,7208,278500,542300,0,-6263,207450,0,67650
Jimmy Cooper,3,GA,08,2020,False,False,8542,8528,15,1499,2890,0,3553,600,2640,0,250
Lindsay Holliday,D,GA,08,2020,False,False,7480,5220,210,260,0,0,7220,0,0,0,0
Andrew Clyde,R,GA,09,2020,False,True,1569425,1561316,8108,20296,210030,153800,1180298,5000,329240,13200,116000
Devin Pandy,D,GA,09,2020,False,False,84272,84623,-1279,46111,38246,74,0,-159,35654,800,500
Jody Hice,R,GA,10,2020,True,True,595947,457648,249916,24038,385609,191350,0,-5050,297085,2800,49050
Tabitha Johnson-Green,D,GA,10,2020,False,False,14808,12214,-8,7887,7110,0,0,-189,4610,0,0
Barry Loudermilk,R,GA,11,2020,True,True,877767,700851,372832,19924,217113,638050,0,2680,209137,0,13740
Dana Barrett,D,GA,11,2020,False,False,404625,394977,9648,98681,294008,3571,8365,0,132832,2750,18700
Richard W Allen,R,GA,12,2020,True,True,1228970,662818,646909,79874,800881,344250,0,3965,711678,8750,16484
Liz Johnson,D,GA,12,2020,False,False,72061,72061,0,24933,44652,2576,0,-100,62922,2500,0
David Scott,D,GA,13,2020,True,True,1209614,1131746,453846,2322,181888,1025900,0,-496,144888,1000,0
Becky Hites,R,GA,13,2020,False,False,63509,62935,574,7246,37883,0,18380,0,31628,0,0
Martin Cowen,L,GA,13,2020,False,False,13460,13464,80,1510,4550,0,0,7400,4550,0,0
Marjorie Taylor Greene,R,GA,14,2020,False,True,2596914,2237599,359316,944274,654745,54750,953650,-10504,678156,23655,21000
Ed Case,D,HI,01,2020,True,False,508249,472569,116701,37044,165750,403562,0,-98106,162100,1400,250
Ron Curtis,R,HI,01,2020,False,False,12538,12647,-109,3127,576,0,8834,0,576,0,0
Kai Kahele,D,HI,02,2020,False,True,1235523,1039637,195886,236656,636809,348062,788,13208,507653,14350,2583
Joe Akana,R,HI,02,2020,False,False,54534,55344,-810,9453,31571,48,13176,286,6950,0,0
Jonathan Hoomanawanui,3,HI,02,2020,False,False,1883,1522,585,23,0,0,1860,0,0,0,0
James E Risch,R,ID,S1,2020,True,True,3321170,2271880,2187545,398778,1424764,1331283,0,166346,1244862,31724,50315
Paulette Jordan,D,ID,S1,2020,False,False,1111148,1095995,15153,117709,988009,17894,0,-12464,327486,6513,755
Ray J. Writz,3,ID,S1,2020,False,False,4190,3311,1009,50,320,0,3820,370,250,0,0
Russ Fulcher,R,ID,01,2020,True,True,575485,508457,102831,13237,205925,358050,0,-1726,153474,5950,38900
Rudy Soto,D,ID,01,2020,False,False,302902,302902,0,113130,167256,17050,0,5466,46660,0,7880
Mike Simpson,R,ID,02,2020,True,True,1008847,1099604,176314,10383,249860,749853,0,-1250,216210,5850,500
Aaron Swisher,D,ID,02,2020,False,False,70674,70268,7851,24883,41573,4000,100,119,40818,0,500
Dick Durbin,D,IL,S1,2020,True,True,10431747,10097276,1076487,1959126,3868670,2172761,0,2431185,3415332,2100,57285
Willie Wilson,I,IL,S1,2020,False,False,1250621,1227349,1832651,0,0,0,3076000,-1825379,0,16000,0
Mark Curran,R,IL,S1,2020,False,False,352283,352283,0,138707,196983,17300,2463,-3170,174783,0,20050
Danny Malouf,L,IL,S1,2020,False,False,12536,12179,357,4399,8137,0,0,0,7637,100,0
Bobby L Rush,D,IL,01,2020,True,True,541435,496454,111621,1015,75470,466500,0,-1550,53820,1000,19650
Philanise White,R,IL,01,2020,False,False,6289,5048,928,3831,2458,0,0,0,0,0,0
Robin Kelly,D,IL,02,2020,True,True,1634783,1108137,1014413,73411,489217,1061576,250,10329,475376,7873,15450
Marie Newman,D,IL,03,2020,False,True,2802093,2699323,102841,1006610,1488551,331790,3778,-28635,620767,3750,13775
Mike Fricilone,R,IL,03,2020,False,False,128458,127980,478,27994,60355,0,39009,1100,39050,250,12390
Jesus Garcia,D,IL,04,2020,True,True,822846,711159,126757,42221,348452,415300,0,16872,310256,5050,2500
Jesus Solorio Jr,R,IL,04,2020,False,False,2065,843,1129,565,1500,0,0,0,1500,0,0
Mike Quigley,D,IL,05,2020,True,True,1171507,926655,1022348,17760,371886,763454,0,18407,332588,1000,1000
Sean Casten,D,IL,06,2020,True,True,5582179,5313570,346138,890473,3590925,1051681,0,49099,1471957,3716,75720
Jeanne Ives,R,IL,06,2020,False,False,3157771,3135464,22307,882083,2036939,193775,100,44874,1039564,19600,210452
Bill Redpath,L,IL,06,2020,False,False,9837,9837,0,2287,4425,100,3025,0,4025,0,0
Danny K Davis,D,IL,07,2020,True,True,544690,505506,243172,11371,50800,487153,0,-4633,41656,3800,12850
Tracy Jennings,3,IL,07,2020,False,False,65283,65283,0,7116,47377,0,10790,0,34174,190,0
Raja Krishnamoorthi,D,IL,08,2020,True,True,6358878,2207703,8427847,570303,4811472,991009,1906,-15811,2230019,55350,3700
Jan Schakowsky,D,IL,09,2020,True,True,1834801,1514838,749054,291885,1072477,483275,0,-12837,986836,10178,0
Sargis Sangari,R,IL,09,2020,False,False,35364,34715,-3410,8214,22350,1500,0,3300,23080,20,0
Brad Schneider,D,IL,10,2020,True,True,3459512,2873333,1873763,307086,1884525,1283262,0,-15360,1031828,9626,1540
Valerie Ramirez Mukherjee,R,IL,10,2020,False,False,130225,64764,65461,3824,18601,5000,102800,0,18601,0,0
Bill Foster,D,IL,11,2020,True,True,2381354,1823906,3736201,211535,1042097,912000,0,215722,509723,1000,3000
Rick Laib,R,IL,11,2020,False,False,20343,20064,279,9667,7266,50,1600,1760,6615,0,875
Mike Bost,R,IL,12,2020,True,True,1918041,1509573,413789,98481,650000,1030395,0,139165,812078,2000,34350
Ray Lenzi,D,IL,12,2020,False,False,161324,104809,57903,19999,64306,17260,58209,1550,24125,0,11300
Rodney Davis,R,IL,13,2020,True,True,4943459,4822600,140436,472726,1558527,2862033,0,50173,1171392,23565,17026
Betsy Dirksen Londrigan,D,IL,13,2020,False,False,5297007,5281880,15895,670496,3629653,652387,100,344371,2548416,20800,10254
Lauren A Underwood,D,IL,14,2020,True,True,7803579,7301503,537898,1729365,4584947,901053,0,588213,3007376,5791,43
Jim Oberweis,R,IL,14,2020,False,False,2438857,2348798,90059,190591,1006490,146930,849179,245667,1081865,7650,0
Mary Miller,R,IL,15,2020,False,True,689057,570356,118701,94735,351687,176585,0,66050,266698,5600,2650
Erika Weaver,D,IL,15,2020,False,False,58689,23349,-2772,30403,13717,65,0,14504,13666,0,0
Adam Kinzinger,R,IL,16,2020,True,True,2105736,1588550,1523650,95788,556977,422527,0,1030444,739300,500,43943
Dani Brzozowski,D,IL,16,2020,False,False,459344,376167,-314,133245,299561,15900,250,10388,182587,12840,34405
Cheri Bustos,D,IL,17,2020,True,True,4975192,6391009,918624,622666,1899871,2349415,0,103240,1310270,8225,3150
Esther Joy King,R,IL,17,2020,False,False,2032878,2030587,2292,346957,1330502,280945,12491,61984,385716,0,254496
Darin LaHood,R,IL,18,2020,True,True,3248113,1749128,3090571,214115,913465,1904333,0,216200,820476,9850,97950
Frank J. Mrvan,D,IN,01,2020,False,True,578635,464407,114228,4038,355435,215250,5600,-1688,392361,5672,6056
Mark Leyva,R,IN,01,2020,False,False,16551,15343,1208,4471,11580,500,0,0,1072,30,0
Jackie Walorski,R,IN,02,2020,True,True,2383467,1698202,803297,75088,689795,1342908,0,275676,976526,20956,54350
Pat Hackett,D,IN,02,2020,False,False,881888,867301,15785,156261,682562,43350,0,-285,323350,1059,900
Jim Banks,R,IN,03,2020,True,True,1202509,769591,444427,130779,403198,678025,0,-9492,261457,5950,59430
Chip Coldiron,D,IN,03,2020,False,False,94056,89883,2119,54000,34506,4600,950,0,34445,500,200
Jim Baird,R,IN,04,2020,True,True,327727,190158,247371,7152,104020,221475,0,-4920,105726,1950,0
Joe Mackey,D,IN,04,2020,False,False,44585,43213,1590,18828,19744,200,25,5788,9069,0,7714
Christina Hale,D,IN,05,2020,False,False,4010368,3998905,11464,636268,2405129,646016,5700,317257,1944671,21150,36320
Victoria Spartz,R,IN,05,2020,False,True,3119328,3010203,109124,551594,907954,307920,1143100,208759,778335,6000,111802
Greg Pence,R,IN,06,2020,True,True,3114448,2804148,510827,1525884,850628,402750,0,335186,1274436,13023,174609
Jeannine Lee Lake,D,IN,06,2020,False,False,143089,145315,-2227,91613,29540,990,20413,533,2907,2600,530
Andre Carson,D,IN,07,2020,True,True,1011635,873962,988170,25864,493208,448450,0,44113,503620,6665,3050
Susan Marie Smith,R,IN,07,2020,False,False,62905,59843,1857,6191,45327,1600,9756,30,33886,2500,4490
Larry Bucshon,R,IN,08,2020,True,True,1051336,1078646,206920,15750,240500,795500,0,-414,284800,0,0
Thomasina Marsili,D,IN,08,2020,False,False,68734,68480,254,23671,36926,3964,2223,1951,30388,0,6038
Trey Hollingsworth,R,IN,09,2020,True,True,1166754,501136,672944,17484,135141,1006250,0,7880,125740,0,0
Andy Ruff,D,IN,09,2020,False,False,148263,134906,13357,76609,64780,6700,1000,-826,20634,0,125
Tonya Millis,L,IN,09,2020,False,False,10224,10041,59,2260,400,0,7261,303,400,0,0
Joni Ernst,R,IA,S2,2020,True,True,30345910,29945779,528415,9323385,13647022,3319500,0,4058004,14734076,160047,1113615
Theresa Greenfield,D,IA,S2,2020,False,False,55592603,55562367,30236,19709449,33260650,955303,0,1667201,30261081,307171,45788
Suzanne Herzog,I,IA,S2,2020,False,False,18300,18300,0,1413,3000,0,13886,0,2500,500,0
Rick Stewart,L,IA,S2,2020,False,False,8820,16093,-7273,520,8300,0,0,0,8050,250,0
Abby Finkenauer,D,IA,01,2020,True,False,5901441,5875405,55019,734629,3148353,1324778,0,693681,2060542,28018,13682
Ashley Hinson,R,IA,01,2020,False,True,5175883,5059211,116672,1685312,2952526,393316,2800,141930,2965359,36653,276182
Rita Hart,D,IA,02,2020,False,False,4232992,4114400,118592,540848,2447061,651760,472,592852,2180144,42189,4227
Mariannette Miller-Meeks,R,IA,02,2020,False,True,2174194,1721926,452413,190827,1001685,367313,212863,401506,997548,48125,1100
Cindy Axne,D,IA,03,2020,True,True,6236976,6236994,19521,793333,3619080,1268620,0,555943,1604246,7450,20
David Young,R,IA,03,2020,False,False,3170072,3094582,88291,439252,1990170,636036,1979,102634,1351964,10697,292678
J.D. Scholten,D,IA,04,2020,False,False,2885915,2902003,53112,1051480,1682724,132103,0,19608,980234,9315,16250
Randy Feenstra,R,IA,04,2020,False,True,1906234,1894288,11946,154035,1155074,537335,2600,57190,847302,106000,12770
Barbara Bollier,D,KS,S1,2020,False,False,28662913,28499933,162980,11319975,15708533,629502,50000,954903,12818822,41817,167103
Roger Marshall,R,KS,S1,2020,False,True,6609476,7007803,209959,576504,3910738,2034570,0,87664,3389669,50560,356775
Tracey Mann,R,KS,01,2020,False,True,1403353,1127156,276197,39775,914779,308700,50200,89899,1008053,2800,0
Kali Barnett,D,KS,01,2020,False,False,603036,592924,10112,116385,450823,9000,25000,1828,234550,500,0
Michelle De La Isla,D,KS,02,2020,False,False,1825085,1810968,14118,339510,1112130,288228,0,85217,935098,6100,34350
Jake Laturner,R,KS,02,2020,False,True,1593407,1578460,14947,59549,773106,284350,0,476401,1764598,25000,6125
Sharice Davids,D,KS,03,2020,True,True,5638552,5168034,479150,950716,3186691,1309878,0,191267,1654960,5075,19659
Amanda Adkins,R,KS,03,2020,False,False,2182382,2139673,42710,94666,1783222,170550,3304,130640,3054022,25450,82600
Ron Estes,R,KS,04,2020,True,True,1993808,1420188,844164,35889,825909,1132979,0,-968,529376,7600,21900
Laura Lombard,D,KS,04,2020,False,False,264459,258684,5775,102270,167591,5750,0,-11152,113874,1250,10720
Mitch McConnell,R,KY,S1,2020,True,True,71351350,64787889,6811701,28085387,33964912,4931731,0,4369319,11064594,154989,2341400
Amy McGrath,D,KY,S1,2020,False,False,94120557,90775744,3389593,55579753,38421855,353988,0,-235039,19890110,61151,1342121
Brad Barron,L,KY,S1,2020,False,False,112187,16601,97660,14021,96711,0,1456,0,85210,9500,0
James Comer,R,KY,01,2020,True,True,736116,502554,402463,9223,266950,459450,0,493,254896,500,7850
Brett Guthrie,R,KY,02,2020,True,True,1412797,1566622,1856674,33107,193600,1184235,0,1855,161100,500,6450
Hank Linderman,D,KY,02,2020,False,False,93388,71122,31482,8031,74325,11032,0,0,71475,0,0
Robert Lee Perry,L,KY,02,2020,False,False,12798,7825,0,650,9783,0,2365,0,500,6726,1750
John Yarmuth,D,KY,03,2020,True,True,658295,690226,169846,21416,179026,461957,0,-4104,287628,13200,0
Rhonda Palazzo,R,KY,03,2020,False,False,46144,45668,476,14619,24100,7000,425,0,24100,0,0
Thomas Massie,R,KY,04,2020,True,True,1457316,1563275,119384,426531,821225,185301,0,24259,801274,6560,6700
Alexandra Owensby,D,KY,04,2020,False,False,156174,106359,49227,76821,66347,12006,1000,0,31137,5600,650
Hal Rogers,R,KY,05,2020,True,True,664168,835781,836903,676,263450,403750,0,-3708,254783,250,7950
Andy Barr,R,KY,06,2020,True,True,4536264,4316239,354703,201579,1829441,2001104,0,504140,1819238,2795,180202
Josh Hicks,D,KY,06,2020,False,False,2936320,2935615,705,533990,2153489,228683,0,20157,1366158,10800,550
Bill Cassidy,R,LA,S1,2020,True,True,11304150,10558926,1637677,640547,6701180,3267609,0,694812,6321771,31325,22250
Adrian Perkins,D,LA,S1,2020,False,False,2725722,2570823,154899,1346929,1301920,75500,0,1373,668928,1128,14500
Peter Wenstrup,D,LA,S1,2020,False,False,160339,148632,-621,41939,113402,0,5190,-192,115402,0,0
Dartanyon Williams,D,LA,S1,2020,False,False,111316,98114,8723,1728,33923,0,75665,0,0,0,0
Antoine Pierce,D,LA,S1,2020,False,False,100627,54892,-13789,55257,41870,1500,2000,0,4012,413,38944
Derrick Edwards,D,LA,S1,2020,False,False,41702,37897,64,698,9425,0,31579,0,0,0,0
Dustin Murphy,R,LA,S1,2020,False,False,12765,8694,4051,3330,4418,0,5517,-500,3965,0,0
Beryl Billiot,I,LA,S1,2020,False,False,6375,6375,0,25,0,0,6350,0,0,0,0
John Paul Bourgeois,I,LA,S1,2020,False,False,3500,3400,100,0,3500,0,0,0,0,0,0
Aaron Sigler,L,LA,S1,2020,False,False,3298,2647,651,0,1598,0,1700,0,0,0,0
Steve Scalise,R,LA,01,2020,True,True,37262827,32830607,6217720,13009776,14583199,60950,0,9608903,28027042,260899,95710
Cedric Richmond,D,LA,02,2020,True,True,1628289,1302079,795949,13034,377000,1240755,0,-2500,290960,1500,12050
Clay Higgins,R,LA,03,2020,True,True,751498,720424,71763,47053,486773,226100,0,-8428,320897,2800,3750
Robert Jon Anderson,D,LA,03,2020,False,False,63617,48015,2695,41105,22512,0,0,0,21361,191,10
Braylon Harris,D,LA,03,2020,False,False,23006,15130,7876,5436,13820,0,0,3750,10350,0,3500
Mike Johnson,R,LA,04,2020,True,True,1299787,1039393,669686,58044,768506,488802,0,-15566,699607,4050,10695
Kenny Houston,D,LA,04,2020,False,False,33677,33407,270,6137,18527,0,9563,-550,10718,250,0
Luke Letlow,R,LA,05,2020,False,False,1392822,1303757,89065,26781,1178091,190150,0,-2200,475946,4300,15450
Lance Harris,R,LA,05,2020,False,False,696805,687833,8972,9155,449200,29500,209200,-250,443200,8500,0
Martin Lemelle,D,LA,05,2020,False,False,173796,162747,11048,34548,135567,500,3681,-500,126508,4591,500
Scotty Robinson,R,LA,05,2020,False,False,113903,113835,68,13094,73359,2000,25450,0,59260,750,8850
Candy Christophe,D,LA,05,2020,False,False,77101,131161,-51355,5153,16400,0,55500,48,14600,0,1000
Phillip Snowden,D,LA,05,2020,False,False,29481,28077,1,2181,1960,0,25340,0,1150,0,0
Matthew Hasty,R,LA,05,2020,False,False,2654,2615,38,0,2145,0,509,0,0,0,0
Garret Graves,R,LA,06,2020,True,True,1743015,1200287,2026909,10978,768042,916246,20,47729,1185662,5600,139550
Dartanyon Williams,D,LA,06,2020,False,False,111316,98114,8723,1728,33923,0,75665,0,12417,0,15505
Susan Collins,R,ME,S2,2020,True,True,29967118,29600689,1295192,5858913,19310705,3355788,0,1441712,8443493,51700,17330
Sara Gideon,D,ME,S2,2020,False,False,74498517,62939062,11559504,30418032,43000256,727248,1132,351849,30363972,109158,97005
Max Linn,I,ME,S2,2020,False,False,505540,490653,14887,332,0,0,505208,0,0,0,0
Lisa Savage,3,ME,S2,2020,False,False,208800,197255,7437,70160,136122,0,1714,804,97802,403,7905
Chellie Pingree,D,ME,01,2020,True,True,487080,264790,446658,110067,138025,250500,0,-11512,36887,0,0
Jay Allen,R,ME,01,2020,False,False,79585,69853,9731,27499,41338,0,7946,2801,51464,0,0
Jared Golden,D,ME,02,2020,True,True,5272142,5233990,130861,957378,3189383,667657,0,457724,2550604,12617,1750
Dale Crafts,R,ME,02,2020,False,False,1199805,1196117,3689,55160,743574,203593,24921,172557,757582,17784,18776
Andy Harris,R,MD,01,2020,True,True,1468096,973953,1043179,246261,812770,416246,0,-7182,831077,0,90546
Mia Mason,D,MD,01,2020,False,False,2524,0,0,2274,250,0,0,0,250,0,0
Dutch Ruppersberger,D,MD,02,2020,True,True,1012835,927353,1204214,33704,281799,700250,0,-2918,272016,0,0
Johnny Ray Salling,R,MD,02,2020,False,False,68320,66895,1525,8340,55747,0,0,4234,43855,739,900
John Sarbanes,D,MD,03,2020,True,True,573599,687299,1036784,38470,536726,250,0,-1847,485817,3800,200
Charles Anthony,R,MD,03,2020,False,False,7798,6742,1006,3848,3850,0,0,100,610,0,0
Anthony Brown,D,MD,04,2020,True,True,1446636,846827,1117335,21740,561694,864877,0,-1675,753662,2550,27550
Steny H Hoyer,D,MD,05,2020,True,True,4587189,4342255,879067,31588,1177020,2804040,0,574541,1458022,0,0
Chris Palombi,R,MD,05,2020,False,False,43462,42095,1366,22034,17774,5750,253,-2350,17112,500,161
David Trone,D,MD,06,2020,True,True,2944893,2959748,93680,29596,379423,0,2545000,-9126,182818,0,300
Neil Parrott,R,MD,06,2020,False,False,315936,261259,117161,122269,181717,11600,0,350,304114,0,52121
Kweisi Mfume,D,MD,07,2020,True,True,1014126,713389,300737,78462,554196,368319,5478,7672,508849,18150,29870
Kimberly Klacik,R,MD,07,2020,False,False,8296845,7499454,803568,5417447,2866687,14674,0,-1963,2755642,58585,17884
Amber Ivey,I,MD,07,2020,False,False,41924,43394,0,16519,31119,0,0,-5714,31094,0,0
Jamie Raskin,D,MD,08,2020,True,True,2072652,1399252,1338530,268601,1378571,421500,0,3980,1326488,7800,3390
Gregory Coll,R,MD,08,2020,False,False,30876,27257,3618,9065,10002,5900,5600,309,9689,0,560
Ed Markey,D,MA,S2,2020,True,True,14031363,14616488,1642211,3736843,8213325,1406838,5600,668747,3769614,9994,1755
Kevin O'Connor,R,MA,S2,2020,False,False,937696,874733,62963,115556,530768,25804,267800,-2231,393096,6900,17325
Edward James Mazzuchelli,I,MA,S2,2020,False,False,5625,4966,659,1150,4475,0,0,0,4000,0,0
Richard E Neal,D,MA,01,2020,True,True,4949384,5873122,2384564,33631,1408771,3127684,0,379298,1189150,0,21050
James P McGovern,D,MA,02,2020,True,True,1052549,1089412,264946,208326,445143,401568,0,-2489,258990,4060,6500
Tracy Lovvorn,R,MA,02,2020,False,False,26311,22319,6398,16374,9346,590,0,0,8242,250,0
Lori Trahan,D,MA,03,2020,True,True,1449303,1232437,285963,1151465,500,539405,0,-242068,616691,580,3555
Jake Auchincloss,D,MA,04,2020,False,True,2608686,2150904,457782,96741,2348530,176500,0,-13086,1276755,6700,5300
Julie Hall,R,MA,04,2020,False,False,131603,129378,2225,34853,27661,5275,57815,6000,24553,500,0
Katherine Clark,D,MA,05,2020,True,True,1788706,1514877,1292775,89458,807062,842981,0,49206,733890,1280,250
Caroline Colarusso,R,MA,05,2020,False,False,148635,146972,1663,67063,72090,2850,62,6570,24053,0,1600
Seth Moulton,D,MA,06,2020,True,True,1289805,1802169,245668,54319,513330,193000,0,529155,1275317,12400,6050
John Paul Moran,R,MA,06,2020,False,False,300220,299104,1117,76464,122332,7550,72875,21000,128686,3190,3700
Ayanna Pressley,D,MA,07,2020,True,True,2163370,1748432,501037,1041501,857768,161598,0,102503,309343,0,800
Stephen F Lynch,D,MA,08,2020,True,True,905614,1134662,1213384,9951,384300,497000,0,14363,362650,7600,8400
Bill Keating,D,MA,09,2020,True,True,708680,652448,1504778,44228,227021,437430,0,0,140948,1100,3050
Helen Brady,R,MA,09,2020,False,False,28233,23735,4498,8229,13354,850,0,5800,12500,0,500
Gary Peters,D,MI,S1,2020,True,True,51566900,49991665,1770273,18239309,28477749,4077539,0,772302,22237381,70115,769346
John James,R,MI,S1,2020,False,False,48616697,47513284,1611368,22410142,23417261,873059,0,1916235,15805224,324443,3826675
John Bergman,R,MI,01,2020,True,True,1868512,1733466,140400,216551,720588,685800,0,245574,638458,9100,191635
Dana Ferguson,D,MI,01,2020,False,False,346213,339788,4287,155875,183607,6100,2891,-2260,123933,300,2000
Bill Huizenga,R,MI,02,2020,True,True,2175411,1883610,469697,41577,693629,1127365,0,312841,648566,800,80613
Bryan Berghoef,D,MI,02,2020,False,False,751576,669864,19351,243114,479650,14603,4209,10000,269691,0,60
Jean-Michel Creviere,3,MI,02,2020,False,False,281,1207,-559,281,0,0,0,0,0,0,0
Hillary Scholten,D,MI,03,2020,False,False,3793132,3765942,27190,856488,2114514,505237,0,316894,1946536,10100,18971
Peter Meijer,R,MI,03,2020,False,True,2975972,2887774,88199,87460,1491615,356682,987566,52650,1392428,16450,223009
John Moolenaar,R,MI,04,2020,True,True,1528612,1036160,611147,82587,810108,639074,0,-3156,729584,4500,7550
Jerry Hilliard,D,MI,04,2020,False,False,23117,23603,0,9924,5780,0,791,6622,5780,0,0
Dan Kildee,D,MI,05,2020,True,True,1669951,1504094,781722,95987,409361,1166799,0,-2196,202521,500,0
Tim Kelly,R,MI,05,2020,False,False,71106,71106,0,11820,42212,9600,7474,0,41612,0,100
Fred Upton,R,MI,06,2020,True,True,3616380,3464617,187875,273816,1248412,1754059,0,340093,1180326,22257,0
Jon Hoadley,D,MI,06,2020,False,False,3116491,3098366,18125,620394,2010452,380355,246,105045,2578404,17900,610
Tim Walberg,R,MI,07,2020,True,True,2301635,1586358,769368,249182,1001872,865906,0,184675,1241463,6100,3535
Gretchen Driskell,D,MI,07,2020,False,False,1712840,1712840,0,323436,1141695,189627,74618,-16536,770692,1750,800
Elissa Slotkin,D,MI,08,2020,True,True,8967420,7419974,1566680,1401531,5916128,780449,0,869312,3913033,49022,65098
Paul Junge,R,MI,08,2020,False,False,2107608,2097131,10477,389024,699136,299470,689200,30779,540289,2200,5200
Andy Levin,D,MI,09,2020,True,True,1316607,907237,428478,111974,712469,480407,75,11683,277860,7045,18600
Lisa McClain,R,MI,10,2020,False,True,2266287,2137031,123256,35167,464420,241550,1525000,151,526301,2850,0
Kimberly Bizon,D,MI,10,2020,False,False,41438,41246,24582,15317,13515,5000,1456,6150,22565,50,100
Haley Stevens,D,MI,11,2020,True,True,5776924,5707448,84994,562567,3283231,1647803,0,283322,1740160,5829,0
Eric Esshaki,R,MI,11,2020,False,False,1298612,1291509,7104,120664,1030031,83750,526,63641,718053,19950,118450
Debbie Dingell,D,MI,12,2020,True,True,1630498,1689582,437383,110064,524523,939532,0,56379,373301,5050,325
Jeff Jones,R,MI,12,2020,False,False,10616,9657,1513,1126,8440,0,0,1050,6590,1750,0
Rashida Tlaib,D,MI,13,2020,True,True,4014411,3690334,391732,1820997,1993317,137922,0,62175,1138404,19260,3250
Donald Eason,I,MI,13,2020,False,False,34156,34156,0,2906,13250,1500,16500,0,3000,0,10250
